"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","28 Sep 16 - Darwin to Adelaide","162.89","","28-Sep-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Oct 16 - Sydney to Brisbane","781.48","","07-Oct-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Domestic Scheduled Fares","Fares","From 1 July 2016","9 Oct 16 - Brisbane to Sydney","781.48","","09-Oct-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","7 Oct 16 - Sydney to Brisbane","781.48","","07-Oct-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Family Travel Costs","Family Traveller Domestic Scheduled Fares","From 1 July 2016","9 Oct 16 - Brisbane to Sydney","781.48","","09-Oct-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Facilities","Office Facilities","Before 1 July 2016","Aggregated Total","2,260.82","","01-Jan-1900"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Water refills 10 Mar 16","27.00","","10-Mar-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","Water refills 10 Mar 16","1.14","","10-Mar-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Monochrome copy charge 28 Apr to 27 May 16","46.96","","27-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Office Consumables and Services","Before 1 July 2016","MFD Colour copy charge 28 Apr to 27 May 16","4,053.11","","27-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 5 May 16","3,932.07","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","36,044 Printed items 5 May 16","1,772.73","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","36,044 Personalised letterhead stationery 5 May 16","1,441.76","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","49,018 Printed items 5 May 16","2,886.35","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","24,509 Personalised letterhead stationery 5 May 16","980.37","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 5 May 16","2,673.71","","05-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 9 May 16","264.73","","09-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution late payment fee May 16","15.00","","01-Jan-1900"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Printing and Communications","Before 1 July 2016","Distribution 9 May 16","1.18","","09-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 July 2016","3 The Sydney Morning Herald 25 Apr to 9 May 16","6.82","","09-May-2016"
"Laurie Ferguson","Representative","Werriwa","New South Wales","Australian Labor Party","Office Administrative Costs","Publications","Before 1 July 2016","Administrative fees 25 Apr to 9 May 16","0.55","","09-May-2016"
