"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Details","Amount","Notes","Date"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Aug 16 - Townsville to Brisbane","1,076.27","","07-Aug-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","7 Aug 16 - Brisbane to Canberra","","","07-Aug-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","9 Aug 16 - Canberra to Brisbane","1,184.79","","09-Aug-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Domestic Scheduled Fares","Fares","From 1 July 2016","9 Aug 16 - Brisbane to Townsville","","","09-Aug-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Car Costs","Private-Plated Vehicle","From 1 July 2016","Fuel 1 Jul to 27 Jul 16","212.52","","27-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Facilities","Office Facilities","From 1 July 2016","Aggregated Total","872.89","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","Freight costs 1 Jul 16","509.09","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","MFD Colour copy charge 1 Jul 16","40.65","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Administrative Costs","Office Consumables and Services","From 1 July 2016","MFD Monochrome copy charge 1 Jul 16","5.87","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","Distribution 1 Jul to 31 Jul 16","15,366.82","","31-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Office Administrative Costs","Printing and Communications","From 1 July 2016","e-material 1 Jul 16","9,632.32","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office phones 1 Jul 16","327.05","","01-Jul-2016"
"Ewen Jones","Representative","Herbert","Queensland","Liberal Party of Australia","Telecommunications","Telecommunications - Usage","From 1 July 2016","Office fax 1 Jul 16","33.15","","01-Jul-2016"
