"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","6 Feb 17","8 Feb 17","Canberra","Sittings of Parliament","3","276.00","828.00","06-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","12-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","20 Feb 17","20 Feb 17","Alexandra","Electorate Business","1","268.00","268.00","20-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","26 Feb 17","1 Mar 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","26-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Mar 17","22 Mar 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","19-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Travelling Allowance","Parliamentary Travelling Allowance","Before 1 January 2017","15 Dec 16","15 Dec 16","Taggerty","Electorate Business","1","268.00","268.00","15-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 4 Jan to 22 Jan 17","","","256.23","22-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 4 Jan to 3 Feb 17","","","1,822.89","03-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Fuel 2 Feb to 26 Feb 17","","","306.90","26-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","From 1 January 2017","","","","Lease 4 Feb to 3 Mar 17","","","1,822.89","03-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Fuel 26 Nov to 24 Dec 16","","","502.58","24-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Car Costs","Private-Plated Vehicle","Before 1 January 2017","","","","Lease 4 Dec 16 to 3 Jan 17","","","1,822.89","04-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Facilities","Office Facilities","From 1 January 2017","","","","Aggregated Total","","","28,624.77","01-Jan-1900"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Facilities","Office Facilities","Before 1 January 2017","","","","Aggregated Total","","","23,014.86","01-Jan-1900"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Jan to 31 Jan 17","","","67.25","31-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Flags 1 Jan to 31 Jan 17","","","1,434.12","31-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 17 Jan 17","","","16.00","17-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 24 Jan 16","","","8.00","24-Jan-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 24 Jan to 23 Feb 17","","","11.16","23-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 24 Jan to 23 Feb 17","","","494.43","23-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Colour copy charge 28 Jan to 27 Feb 17","","","273.27","27-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","MFD Monochrome copy charge 28 Jan to 27 Feb 17","","","4.33","27-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Office requisites and stationery 1 Feb to 28 Feb 17","","","183.03","28-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Flags 1 Feb to 28 Feb 17","","","2,226.75","28-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 7 Feb 17","","","8.00","07-Feb-2017"
