"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date","Notes","Type"
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Jan 17","19 Jan 17","Portland","Minister - Official Business","1","372.00","372.00","19-Jan-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","31 Jan 17","31 Jan 17","Canberra","Minister - Official Business","1","276.00","276.00","31-Jan-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","1 Feb 17","1 Feb 17","Adelaide","Minister - Official Business","1","386.00","386.00","01-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","7 Feb 17","9 Feb 17","Canberra","Sittings of Parliament","3","276.00","828.00","07-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","12 Feb 17","15 Feb 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","12-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","20 Feb 17","20 Feb 17","Sydney","Minister - Official Business","1","442.00","442.00","20-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","22 Feb 17","22 Feb 17","Sydney","Minister - Official Business","1","442.00","442.00","22-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","27 Feb 17","1 Mar 17","Canberra","Sittings of Parliament","3","276.00","828.00","27-Feb-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","15 Mar 17","15 Mar 17","Adelaide","Minister - Official Business","1","386.00","386.00","15-Mar-2017","",""
"Josh Frydenberg","Representative","Kooyong","Victoria","Liberal Party of Australia","Travelling Allowance","Parliamentary Travelling Allowance","From 1 January 2017","19 Mar 17","22 Mar 17","Canberra","Sittings of Parliament","4","276.00","1,104.00","19-Mar-2017","",""
